symbol,industry,sector_name,assignment_count,is_unique_assignment
000701.SZ,汽车零售,GICS4汽车零售,1,True
000702.SZ,农产品与服务,GICS4农产品与服务,1,True
000703.SZ,商品化工,GICS4商品化工,1,True
000705.SZ,药品零售,GICS4药品零售,1,True
000707.SZ,商品化工,GICS4商品化工,1,True
000708.SZ,钢铁,GICS4钢铁,1,True
000709.SZ,钢铁,GICS4钢铁,1,True
00071.HK,酒店、度假村与豪华游轮,GICS4酒店、度假村与豪华游轮,1,True
000710.SZ,生物科技,GICS4生物科技,1,True
000711.SZ,环境与设施服务,GICS4环境与设施服务,1,True
000712.SZ,综合性资本市场,GICS4综合性资本市场,1,True
000713.SZ,农产品与服务,GICS4农产品与服务,1,True
