symbol,industry,sector_name,assignment_count,is_unique_assignment
002758.SZ,化肥与农用药剂,GICS4化肥与农用药剂,1,True
002759.SZ,家用电器,GICS4家用电器,1,True
00276.HK,煤与消费用燃料,GICS4煤与消费用燃料,1,True
002760.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002761.SZ,纺织品,GICS4纺织品,1,True
002762.SZ,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
002763.SZ,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
002765.SZ,汽车零件与设备,GICS4汽车零件与设备,1,True
002766.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002767.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002768.SZ,商品化工,GICS4商品化工,1,True
002769.SZ,特殊金融服务,GICS4特殊金融服务,1,True
00277.HK,房地产经营公司,GICS4房地产经营公司,1,True
002770.SZ,包装食品与肉类,GICS4包装食品与肉类,1,True
002771.SZ,信息科技咨询与其它服务,GICS4信息科技咨询与其它服务,1,True
002772.SZ,农产品与服务,GICS4农产品与服务,1,True
002773.SZ,制药,GICS4制药,1,True
002774.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002775.SZ,环境与设施服务,GICS4环境与设施服务,1,True
002776.SZ,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
002777.SZ,应用软件,GICS4应用软件,1,True
002778.SZ,水公用事业,GICS4水公用事业,1,True
002779.SZ,农用农业机械,GICS4农用农业机械,1,True
002780.SZ,服装零售,GICS4服装零售,1,True
002781.SZ,建筑与工程,GICS4建筑与工程,1,True
002782.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002783.SZ,商品化工,GICS4商品化工,1,True
002785.SZ,建筑材料,GICS4建筑材料,1,True
002786.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002787.SZ,金属、玻璃及塑料器皿,GICS4金属、玻璃及塑料器皿,1,True
002788.SZ,药品零售,GICS4药品零售,1,True
002789.SZ,建筑与工程,GICS4建筑与工程,1,True
00279.HK,投资银行业与经纪业,GICS4投资银行业与经纪业,1,True
002790.SZ,家用器具与特殊消费品,GICS4家用器具与特殊消费品,1,True
002791.SZ,建筑产品,GICS4建筑产品,1,True
002792.SZ,通信设备,GICS4通信设备,1,True
002793.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002795.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002796.SZ,通信设备,GICS4通信设备,1,True
002797.SZ,投资银行业与经纪业,GICS4投资银行业与经纪业,1,True
002798.SZ,家用器具与特殊消费品,GICS4家用器具与特殊消费品,1,True
002799.SZ,纸质和塑料包装产品及材料,GICS4纸质和塑料包装产品及材料,1,True
00280.HK,其他专卖店,GICS4其他专卖店,1,True
002800.SZ,航空货运与物流,GICS4航空货运与物流,1,True
002801.SZ,电气部件与设备,GICS4电气部件与设备,1,True
002802.SZ,特种化学制品,GICS4特种化学制品,1,True
002803.SZ,纸质和塑料包装产品及材料,GICS4纸质和塑料包装产品及材料,1,True
002805.SZ,商品化工,GICS4商品化工,1,True
002806.SZ,汽车零件与设备,GICS4汽车零件与设备,1,True
002807.SZ,区域性银行,GICS4区域性银行,1,True
002808.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002809.SZ,商品化工,GICS4商品化工,1,True
002810.SZ,特种化学制品,GICS4特种化学制品,1,True
002811.SZ,建筑与工程,GICS4建筑与工程,1,True
002812.SZ,纸质和塑料包装产品及材料,GICS4纸质和塑料包装产品及材料,1,True
002813.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002815.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002816.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002817.SZ,制药,GICS4制药,1,True
002818.SZ,综合支持服务,GICS4综合支持服务,1,True
002819.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002820.SZ,包装食品与肉类,GICS4包装食品与肉类,1,True
002821.SZ,制药,GICS4制药,1,True
002822.SZ,建筑与工程,GICS4建筑与工程,1,True
002823.SZ,电气部件与设备,GICS4电气部件与设备,1,True
002824.SZ,铝,GICS4铝,1,True
002825.SZ,商品化工,GICS4商品化工,1,True
002826.SZ,制药,GICS4制药,1,True
002827.SZ,特种化学制品,GICS4特种化学制品,1,True
002828.SZ,石油与天然气钻井,GICS4石油与天然气钻井,1,True
002829.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002830.SZ,家庭装饰品,GICS4家庭装饰品,1,True
002831.SZ,纸制品,GICS4纸制品,1,True
002832.SZ,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
002833.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002835.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002836.SZ,商业印刷,GICS4商业印刷,1,True
002837.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002838.SZ,商品化工,GICS4商品化工,1,True
002839.SZ,区域性银行,GICS4区域性银行,1,True
002840.SZ,包装食品与肉类,GICS4包装食品与肉类,1,True
002841.SZ,消费电子产品,GICS4消费电子产品,1,True
002842.SZ,多种金属与采矿,GICS4多种金属与采矿,1,True
002843.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002845.SZ,电子元件,GICS4电子元件,1,True
002846.SZ,金属、玻璃及塑料器皿,GICS4金属、玻璃及塑料器皿,1,True
002847.SZ,包装食品与肉类,GICS4包装食品与肉类,1,True
002848.SZ,消费电子产品,GICS4消费电子产品,1,True
002849.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
00285.HK,通信设备,GICS4通信设备,1,True
002850.SZ,电子元件,GICS4电子元件,1,True
002851.SZ,电气部件与设备,GICS4电气部件与设备,1,True
002852.SZ,包装食品与肉类,GICS4包装食品与肉类,1,True
002853.SZ,家庭装饰品,GICS4家庭装饰品,1,True
002855.SZ,电子元件,GICS4电子元件,1,True
002856.SZ,建筑与工程,GICS4建筑与工程,1,True
002857.SZ,电气部件与设备,GICS4电气部件与设备,1,True
002858.SZ,消闲设施,GICS4消闲设施,1,True
002859.SZ,电子元件,GICS4电子元件,1,True
00286.HK,保健护理服务,GICS4保健护理服务,1,True
002860.SZ,消费电子产品,GICS4消费电子产品,1,True
002861.SZ,电脑硬件、储存设备及电脑周边,GICS4电脑硬件、储存设备及电脑周边,1,True
002862.SZ,消闲用品,GICS4消闲用品,1,True
002863.SZ,汽车零件与设备,GICS4汽车零件与设备,1,True
002864.SZ,制药,GICS4制药,1,True
002865.SZ,电子元件,GICS4电子元件,1,True
002866.SZ,电脑硬件、储存设备及电脑周边,GICS4电脑硬件、储存设备及电脑周边,1,True
002867.SZ,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
002868.SZ,制药,GICS4制药,1,True
002869.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
00287.HK,房地产经营公司,GICS4房地产经营公司,1,True
002870.SZ,汽车零件与设备,GICS4汽车零件与设备,1,True
002871.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002872.SZ,制药,GICS4制药,1,True
002873.SZ,制药,GICS4制药,1,True
002875.SZ,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
002876.SZ,电子元件,GICS4电子元件,1,True
002877.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002878.SZ,广告,GICS4广告,1,True
002879.SZ,电气部件与设备,GICS4电气部件与设备,1,True
00288.HK,包装食品与肉类,GICS4包装食品与肉类,1,True
002880.SZ,生物科技,GICS4生物科技,1,True
002881.SZ,通信设备,GICS4通信设备,1,True
002882.SZ,电气部件与设备,GICS4电气部件与设备,1,True
002883.SZ,调查和咨询服务,GICS4调查和咨询服务,1,True
002884.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002885.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002886.SZ,商品化工,GICS4商品化工,1,True
002887.SZ,建筑与工程,GICS4建筑与工程,1,True
002888.SZ,消费电子产品,GICS4消费电子产品,1,True
002889.SZ,信息科技咨询与其它服务,GICS4信息科技咨询与其它服务,1,True
00289.HK,多品类零售,GICS4多品类零售,1,True
002890.SZ,农用农业机械,GICS4农用农业机械,1,True
002891.SZ,包装食品与肉类,GICS4包装食品与肉类,1,True
002892.SZ,电气部件与设备,GICS4电气部件与设备,1,True
002893.SZ,复合型公用事业,GICS4复合型公用事业,1,True
002895.SZ,化肥与农用药剂,GICS4化肥与农用药剂,1,True
002896.SZ,电气部件与设备,GICS4电气部件与设备,1,True
002897.SZ,电子元件,GICS4电子元件,1,True
002898.SZ,制药,GICS4制药,1,True
002899.SZ,消闲用品,GICS4消闲用品,1,True
00290.HK,投资银行业与经纪业,GICS4投资银行业与经纪业,1,True
002900.SZ,制药,GICS4制药,1,True
002901.SZ,医疗保健设备,GICS4医疗保健设备,1,True
002902.SZ,电子元件,GICS4电子元件,1,True
002903.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002905.SZ,电影和娱乐,GICS4电影和娱乐,1,True
002906.SZ,汽车零件与设备,GICS4汽车零件与设备,1,True
002907.SZ,制药,GICS4制药,1,True
002908.SZ,信息科技咨询与其它服务,GICS4信息科技咨询与其它服务,1,True
002909.SZ,商品化工,GICS4商品化工,1,True
00291.HK,啤酒酿造商,GICS4啤酒酿造商,1,True
002910.SZ,包装食品与肉类,GICS4包装食品与肉类,1,True
002911.SZ,燃气公用事业,GICS4燃气公用事业,1,True
002912.SZ,应用软件,GICS4应用软件,1,True
002913.SZ,电子元件,GICS4电子元件,1,True
002915.SZ,多种化学制品,GICS4多种化学制品,1,True
002916.SZ,电子元件,GICS4电子元件,1,True
002917.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002918.SZ,建筑产品,GICS4建筑产品,1,True
002919.SZ,互联网服务与基础架构,GICS4互联网服务与基础架构,1,True
002920.SZ,汽车零件与设备,GICS4汽车零件与设备,1,True
002921.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002922.SZ,电气部件与设备,GICS4电气部件与设备,1,True
002923.SZ,制药,GICS4制药,1,True
002925.SZ,电子制造服务,GICS4电子制造服务,1,True
002926.SZ,投资银行业与经纪业,GICS4投资银行业与经纪业,1,True
002927.SZ,电气部件与设备,GICS4电气部件与设备,1,True
002928.SZ,客运航空公司,GICS4客运航空公司,1,True
002929.SZ,通信设备,GICS4通信设备,1,True
00293.HK,客运航空公司,GICS4客运航空公司,1,True
002930.SZ,石油与天然气的储存和运输,GICS4石油与天然气的储存和运输,1,True
002931.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002932.SZ,制药,GICS4制药,1,True
002933.SZ,航天航空与国防,GICS4航天航空与国防,1,True
002935.SZ,航天航空与国防,GICS4航天航空与国防,1,True
002936.SZ,区域性银行,GICS4区域性银行,1,True
002937.SZ,汽车零件与设备,GICS4汽车零件与设备,1,True
002938.SZ,电子元件,GICS4电子元件,1,True
002939.SZ,投资银行业与经纪业,GICS4投资银行业与经纪业,1,True
00294.HK,纺织品,GICS4纺织品,1,True
002940.SZ,制药,GICS4制药,1,True
002941.SZ,建筑与工程,GICS4建筑与工程,1,True
002942.SZ,化肥与农用药剂,GICS4化肥与农用药剂,1,True
002943.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002945.SZ,投资银行业与经纪业,GICS4投资银行业与经纪业,1,True
002946.SZ,包装食品与肉类,GICS4包装食品与肉类,1,True
002947.SZ,通信设备,GICS4通信设备,1,True
002948.SZ,区域性银行,GICS4区域性银行,1,True
002949.SZ,建筑与工程,GICS4建筑与工程,1,True
00295.HK,新能源发电业者,GICS4新能源发电业者,1,True
002950.SZ,医疗保健设备,GICS4医疗保健设备,1,True
002951.SZ,电气部件与设备,GICS4电气部件与设备,1,True
002952.SZ,电子元件,GICS4电子元件,1,True
002953.SZ,电气部件与设备,GICS4电气部件与设备,1,True
002955.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002956.SZ,包装食品与肉类,GICS4包装食品与肉类,1,True
002957.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002958.SZ,区域性银行,GICS4区域性银行,1,True
002959.SZ,家用电器,GICS4家用电器,1,True
00296.HK,林业产品,GICS4林业产品,2,False
002960.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002961.SZ,投资银行业与经纪业,GICS4投资银行业与经纪业,1,True
002962.SZ,电子元件,GICS4电子元件,1,True
002963.SZ,建筑与工程,GICS4建筑与工程,1,True
002965.SZ,汽车零件与设备,GICS4汽车零件与设备,1,True
002966.SZ,区域性银行,GICS4区域性银行,1,True
002967.SZ,调查和咨询服务,GICS4调查和咨询服务,1,True
002968.SZ,房地产服务,GICS4房地产服务,1,True
002969.SZ,金属、玻璃及塑料器皿,GICS4金属、玻璃及塑料器皿,1,True
00297.HK,化肥与农用药剂,GICS4化肥与农用药剂,1,True
002970.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002971.SZ,多种化学制品,GICS4多种化学制品,1,True
002972.SZ,应用软件,GICS4应用软件,1,True
002973.SZ,环境与设施服务,GICS4环境与设施服务,1,True
002975.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002976.SZ,汽车零件与设备,GICS4汽车零件与设备,1,True
002977.SZ,航天航空与国防,GICS4航天航空与国防,1,True
002978.SZ,钢铁,GICS4钢铁,1,True
002979.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
00298.HK,房地产开发,GICS4房地产开发,2,False
002980.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002981.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002982.SZ,包装食品与肉类,GICS4包装食品与肉类,1,True
002983.SZ,电子元件,GICS4电子元件,1,True
002984.SZ,轮胎与橡胶,GICS4轮胎与橡胶,1,True
002985.SZ,航天航空与国防,GICS4航天航空与国防,1,True
002986.SZ,商品化工,GICS4商品化工,1,True
002988.SZ,铝,GICS4铝,1,True
002989.SZ,建筑与工程,GICS4建筑与工程,1,True
00299.HK,贸易公司与经销商,GICS4贸易公司与经销商,1,True
002990.SZ,应用软件,GICS4应用软件,1,True
002991.SZ,食品零售,GICS4食品零售,1,True
002992.SZ,半导体产品,GICS4半导体产品,1,True
002993.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
002995.SZ,信息科技咨询与其它服务,GICS4信息科技咨询与其它服务,1,True
002996.SZ,铝,GICS4铝,1,True
002997.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
002998.SZ,商品化工,GICS4商品化工,1,True
002999.SZ,化肥与农用药剂,GICS4化肥与农用药剂,1,True
00300.HK,家用电器,GICS4家用电器,2,False
003000.SZ,包装食品与肉类,GICS4包装食品与肉类,1,True
003001.SZ,建筑与工程,GICS4建筑与工程,1,True
003002.SZ,多种化学制品,GICS4多种化学制品,1,True
003003.SZ,商品化工,GICS4商品化工,1,True
003004.SZ,安全和报警服务,GICS4安全和报警服务,1,True
003005.SZ,应用软件,GICS4应用软件,1,True
003006.SZ,个人护理用品,GICS4个人护理用品,1,True
003007.SZ,应用软件,GICS4应用软件,1,True
003008.SZ,电力公用事业,GICS4电力公用事业,1,True
003009.SZ,航天航空与国防,GICS4航天航空与国防,1,True
00301.HK,特种化学制品,GICS4特种化学制品,1,True
003010.SZ,互动媒体与服务,GICS4互动媒体与服务,1,True
003011.SZ,建筑材料,GICS4建筑材料,1,True
003012.SZ,家用器具与特殊消费品,GICS4家用器具与特殊消费品,1,True
003013.SZ,建筑与工程,GICS4建筑与工程,1,True
003015.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
003016.SZ,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
003017.SZ,商品化工,GICS4商品化工,1,True
003018.SZ,金属、玻璃及塑料器皿,GICS4金属、玻璃及塑料器皿,1,True
003019.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
00302.HK,互动家庭娱乐,GICS4互动家庭娱乐,1,True
003020.SZ,药品零售,GICS4药品零售,1,True
003021.SZ,汽车零件与设备,GICS4汽车零件与设备,1,True
003022.SZ,商品化工,GICS4商品化工,1,True
003023.SZ,家用电器,GICS4家用电器,1,True
003025.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
003026.SZ,电子元件,GICS4电子元件,1,True
003027.SZ,环境与设施服务,GICS4环境与设施服务,1,True
003028.SZ,家用电器,GICS4家用电器,1,True
003029.SZ,信息科技咨询与其它服务,GICS4信息科技咨询与其它服务,1,True
00303.HK,通信设备,GICS4通信设备,1,True
003030.SZ,农产品与服务,GICS4农产品与服务,1,True
003031.SZ,电子元件,GICS4电子元件,1,True
003032.SZ,教育服务,GICS4教育服务,1,True
003033.SZ,汽车零件与设备,GICS4汽车零件与设备,1,True
003035.SZ,信息科技咨询与其它服务,GICS4信息科技咨询与其它服务,1,True
003036.SZ,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
003037.SZ,建筑材料,GICS4建筑材料,1,True
003038.SZ,铝,GICS4铝,1,True
003039.SZ,软饮料与不含酒精饮料,GICS4软饮料与不含酒精饮料,1,True
003040.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
003041.SZ,居家用品,GICS4居家用品,1,True
003042.SZ,制药,GICS4制药,1,True
003043.SZ,电子设备和仪器,GICS4电子设备和仪器,1,True
00305.HK,汽车零件与设备,GICS4汽车零件与设备,1,True
00306.HK,地面客运,GICS4地面客运,1,True
00308.HK,酒店、度假村与豪华游轮,GICS4酒店、度假村与豪华游轮,1,True
00309.HK,环境与设施服务,GICS4环境与设施服务,1,True
00310.HK,多领域控股,GICS4多领域控股,1,True
00311.HK,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
00312.HK,多品类零售,GICS4多品类零售,1,True
00313.HK,房地产开发,GICS4房地产开发,1,True
00314.HK,药品零售,GICS4药品零售,1,True
00315.HK,无线电信业务,GICS4无线电信业务,1,True
00316.HK,海上运输,GICS4海上运输,1,True
00317.HK,建筑机械与重型运输设备,GICS4建筑机械与重型运输设备,1,True
00318.HK,房地产经营公司,GICS4房地产经营公司,1,True
00320.HK,电子设备和仪器,GICS4电子设备和仪器,1,True
00321.HK,纺织品,GICS4纺织品,1,True
00322.HK,包装食品与肉类,GICS4包装食品与肉类,1,True
00323.HK,钢铁,GICS4钢铁,1,True
00325.HK,消闲设施,GICS4消闲设施,1,True
00326.HK,电影和娱乐,GICS4电影和娱乐,1,True
00327.HK,电子设备和仪器,GICS4电子设备和仪器,1,True
00328.HK,消费电子产品,GICS4消费电子产品,1,True
00329.HK,资产管理与托管银行,GICS4资产管理与托管银行,1,True
00330.HK,服装零售,GICS4服装零售,1,True
00331.HK,建筑与工程,GICS4建筑与工程,1,True
00332.HK,石油与天然气的储存和运输,GICS4石油与天然气的储存和运输,1,True
00333.HK,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
00334.HK,电脑硬件、储存设备及电脑周边,GICS4电脑硬件、储存设备及电脑周边,1,True
00335.HK,消费信贷,GICS4消费信贷,1,True
00336.HK,特种化学制品,GICS4特种化学制品,1,True
00338.HK,商品化工,GICS4商品化工,1,True
00339.HK,资产管理与托管银行,GICS4资产管理与托管银行,1,True
00340.HK,黄金,GICS4黄金,1,True
00341.HK,餐馆,GICS4餐馆,1,True
00343.HK,出版,GICS4出版,1,True
00345.HK,包装食品与肉类,GICS4包装食品与肉类,1,True
00346.HK,石油与天然气的炼制和营销,GICS4石油与天然气的炼制和营销,1,True
00347.HK,钢铁,GICS4钢铁,1,True
00348.HK,消闲用品,GICS4消闲用品,1,True
00350.HK,资产管理与托管银行,GICS4资产管理与托管银行,1,True
00351.HK,海上运输,GICS4海上运输,1,True
00352.HK,房地产服务,GICS4房地产服务,1,True
00353.HK,石油与天然气的勘探与生产,GICS4石油与天然气的勘探与生产,1,True
00354.HK,信息科技咨询与其它服务,GICS4信息科技咨询与其它服务,1,True
00355.HK,酒店、度假村与豪华游轮,GICS4酒店、度假村与豪华游轮,1,True
00356.HK,资产管理与托管银行,GICS4资产管理与托管银行,1,True
00357.HK,机场服务,GICS4机场服务,1,True
00358.HK,多种金属与采矿,GICS4多种金属与采矿,1,True
00360.HK,汽车零件与设备,GICS4汽车零件与设备,1,True
00361.HK,消闲用品,GICS4消闲用品,1,True
00362.HK,电力公用事业,GICS4电力公用事业,1,True
00363.HK,工业集团企业,GICS4工业集团企业,1,True
00365.HK,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
00366.HK,建筑材料,GICS4建筑材料,1,True
00367.HK,房地产开发,GICS4房地产开发,1,True
00368.HK,商品化工,GICS4商品化工,2,False
00369.HK,多元化房地产业务,GICS4多元化房地产业务,1,True
00370.HK,经销商,GICS4经销商,1,True
00371.HK,水公用事业,GICS4水公用事业,1,True
00372.HK,贸易公司与经销商,GICS4贸易公司与经销商,1,True
00373.HK,消费信贷,GICS4消费信贷,1,True
00374.HK,包装食品与肉类,GICS4包装食品与肉类,1,True
00375.HK,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
00376.HK,人寿与健康保险,GICS4人寿与健康保险,1,True
00377.HK,贸易公司与经销商,GICS4贸易公司与经销商,1,True
00379.HK,特殊金融服务,GICS4特殊金融服务,1,True
00380.HK,贸易公司与经销商,GICS4贸易公司与经销商,1,True
00381.HK,消闲用品,GICS4消闲用品,1,True
003816.SZ,电力公用事业,GICS4电力公用事业,1,True
00382.HK,教育服务,GICS4教育服务,1,True
00383.HK,保健护理机构,GICS4保健护理机构,1,True
00384.HK,燃气公用事业,GICS4燃气公用事业,1,True
00385.HK,建筑与工程,GICS4建筑与工程,1,True
00386.HK,综合性石油与天然气企业,GICS4综合性石油与天然气企业,1,True
00387.HK,贸易公司与经销商,GICS4贸易公司与经销商,1,True
00388.HK,金融交易所和数据,GICS4金融交易所和数据,1,True
00389.HK,酿酒商与葡萄酒商,GICS4酿酒商与葡萄酒商,1,True
00390.HK,建筑与工程,GICS4建筑与工程,1,True
00391.HK,电影和娱乐,GICS4电影和娱乐,1,True
00392.HK,燃气公用事业,GICS4燃气公用事业,1,True
00393.HK,服装零售,GICS4服装零售,1,True
00396.HK,家庭装饰品,GICS4家庭装饰品,1,True
00397.HK,投资银行业与经纪业,GICS4投资银行业与经纪业,1,True
00398.HK,其他专卖店,GICS4其他专卖店,1,True
00399.HK,贸易公司与经销商,GICS4贸易公司与经销商,1,True
00400.HK,技术产品经销商,GICS4技术产品经销商,1,True
00401.HK,保健护理产品经销商,GICS4保健护理产品经销商,1,True
00403.HK,纸质和塑料包装产品及材料,GICS4纸质和塑料包装产品及材料,1,True
00406.HK,建筑与工程,GICS4建筑与工程,1,True
00408.HK,商品化工,GICS4商品化工,1,True
00410.HK,房地产经营公司,GICS4房地产经营公司,1,True
00411.HK,包装食品与肉类,GICS4包装食品与肉类,1,True
00412.HK,综合金融服务,GICS4综合金融服务,1,True
00413.HK,消闲用品,GICS4消闲用品,1,True
00416.HK,区域性银行,GICS4区域性银行,1,True
00417.HK,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
00418.HK,应用软件,GICS4应用软件,1,True
00419.HK,消闲设施,GICS4消闲设施,1,True
00420.HK,纺织品,GICS4纺织品,1,True
00422.HK,摩托车制造商,GICS4摩托车制造商,1,True
00423.HK,出版,GICS4出版,1,True
00425.HK,汽车零件与设备,GICS4汽车零件与设备,1,True
00426.HK,出版,GICS4出版,1,True
00428.HK,资产管理与托管银行,GICS4资产管理与托管银行,1,True
00430.HK,投资银行业与经纪业,GICS4投资银行业与经纪业,1,True
00431.HK,消费信贷,GICS4消费信贷,1,True
00432.HK,房地产开发,GICS4房地产开发,1,True
00433.HK,多种金属与采矿,GICS4多种金属与采矿,1,True
00434.HK,互动家庭娱乐,GICS4互动家庭娱乐,1,True
00436.HK,环境与设施服务,GICS4环境与设施服务,1,True
00438.HK,电子元件,GICS4电子元件,1,True
00439.HK,航天航空与国防,GICS4航天航空与国防,1,True
00440.HK,综合性银行,GICS4综合性银行,1,True
00442.HK,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
00444.HK,经销商,GICS4经销商,1,True
00450.HK,纸质和塑料包装产品及材料,GICS4纸质和塑料包装产品及材料,1,True
00451.HK,新能源发电业者,GICS4新能源发电业者,1,True
00455.HK,制药,GICS4制药,1,True
00456.HK,房地产开发,GICS4房地产开发,1,True
00458.HK,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
00459.HK,房地产服务,GICS4房地产服务,1,True
00460.HK,制药,GICS4制药,1,True
00464.HK,家用电器,GICS4家用电器,1,True
00465.HK,电脑硬件、储存设备及电脑周边,GICS4电脑硬件、储存设备及电脑周边,1,True
00467.HK,石油与天然气的勘探与生产,GICS4石油与天然气的勘探与生产,1,True
00468.HK,纸质和塑料包装产品及材料,GICS4纸质和塑料包装产品及材料,1,True
00470.HK,工业机械、物料与部件,GICS4工业机械、物料与部件,1,True
00471.HK,广播,GICS4广播,1,True
00472.HK,酿酒商与葡萄酒商,GICS4酿酒商与葡萄酒商,1,True
00474.HK,消费信贷,GICS4消费信贷,1,True
00475.HK,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
00476.HK,汽车制造商,GICS4汽车制造商,1,True
00480.HK,多元化房地产业务,GICS4多元化房地产业务,1,True
00482.HK,通信设备,GICS4通信设备,1,True
00483.HK,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
00484.HK,互动家庭娱乐,GICS4互动家庭娱乐,1,True
00485.HK,消费电子产品,GICS4消费电子产品,1,True
00486.HK,铝,GICS4铝,1,True
00487.HK,酒店、度假村与豪华游轮,GICS4酒店、度假村与豪华游轮,1,True
00488.HK,多元化房地产业务,GICS4多元化房地产业务,1,True
00489.HK,汽车制造商,GICS4汽车制造商,1,True
00491.HK,电影和娱乐,GICS4电影和娱乐,1,True
00493.HK,电脑与电子产品零售,GICS4电脑与电子产品零售,1,True
00495.HK,房地产经营公司,GICS4房地产经营公司,1,True
00496.HK,家庭装饰品,GICS4家庭装饰品,1,True
00497.HK,房地产开发,GICS4房地产开发,1,True
00498.HK,海上运输,GICS4海上运输,1,True
00499.HK,房地产经营公司,GICS4房地产经营公司,1,True
00500.HK,航空货运与物流,GICS4航空货运与物流,1,True
00501.HK,半导体产品,GICS4半导体产品,1,True
00505.HK,电气部件与设备,GICS4电气部件与设备,1,True
00506.HK,软饮料与不含酒精饮料,GICS4软饮料与不含酒精饮料,1,True
00508.HK,综合金融服务,GICS4综合金融服务,1,True
00509.HK,化肥与农用药剂,GICS4化肥与农用药剂,1,True
00510.HK,投资银行业与经纪业,GICS4投资银行业与经纪业,1,True
00511.HK,广播,GICS4广播,1,True
00512.HK,制药,GICS4制药,1,True
00513.HK,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
00515.HK,电子元件,GICS4电子元件,1,True
00517.HK,海港与服务,GICS4海港与服务,1,True
00518.HK,服装、服饰与奢侈品,GICS4服装、服饰与奢侈品,1,True
00519.HK,多元化房地产业务,GICS4多元化房地产业务,1,True
00520.HK,餐馆,GICS4餐馆,1,True
00521.HK,贸易公司与经销商,GICS4贸易公司与经销商,1,True
00522.HK,半导体材料与设备,GICS4半导体材料与设备,1,True
00524.HK,综合电信业务,GICS4综合电信业务,1,True
00525.HK,铁路运输,GICS4铁路运输,1,True
00526.HK,家用器具与特殊消费品,GICS4家用器具与特殊消费品,1,True
00527.HK,新能源发电业者,GICS4新能源发电业者,1,True
00528.HK,纺织品,GICS4纺织品,1,True
00529.HK,技术产品经销商,GICS4技术产品经销商,1,True
00532.HK,电子制造服务,GICS4电子制造服务,1,True
